,,,,,
,"product_sku","product_node_id","nutrition_table_item","amount_per_serving","percent_daily_value "
1636,"4677",660,"Serving Size:","2 capsules",
1637,"4677",660,"Servings Per Container:",50,
1638,"4677",660,"Total Carbohydrate","<1 g",1%
1639,"4677",660,"Fenugreek Powder (Trigonella foenum-graecum) (seed)","1 g (1000 mg)","† "
1640,"4680","#N/A","Serving Size:","2 Capsules",
1641,"4680","#N/A","Servings Per Container:",50,
1642,"4680","#N/A","Total Carbohydrate","0.8 g","&amplt;1%* "
1643,"4680","#N/A","<b>Ginger Root (<i>Zingiber officinale</i>)</b>","<b>1.1 g (1,100 mg)</b>","<b>†</b> "
1644,"4681","#N/A","Serving Size:","1 Vcap®",
1645,"4681","#N/A","Servings Per Container:",200,
1646,"4681","#N/A","<b>Ginkgo Biloba Extract (Leaf)</b>","<b>120 mg*</b>"," "
1647,"4681","#N/A","<b>(50:1 Standardized Extract, containing min. 24%</b>",," "
1648,"4681","#N/A","<b>Ginkgoflavonglycosides and 6% Terpene Lactones)</b>",," "
1649,"4681","#N/A","Gotu Kola (Centella asiatica) (Leaf)","150 mg*"," "
1650,"4681","#N/A","Eleuthero (Eleutherococcus senticosus) (Root)","125 mg*"," "
1651,"4682","#N/A","Serving Size:","1 Vcap®",
1652,"4682","#N/A","Servings Per Container:",50,
1653,"4682","#N/A","<b>Ginkgo Biloba Extract (Leaf)</b>","120 mg*"," "
1654,"4682","#N/A","<b>(50:1 Standardized Extract, containing min. 24%</b>",," "
1655,"4682","#N/A","<b>Ginkgoflavonglycosides and 6% Terpene Lactones)</b>",," "
1656,"4682","#N/A","Gotu Kola (Centella asiatica) (Leaf)","150 mg*"," "
1657,"4682","#N/A","Eleuthero (Eleutherococcus senticosus) (Root)","125 mg*"," "
1658,"4683","#N/A","Serving Size:","1 Vcap®",
1659,"4683","#N/A","Servings Per Container:",100,
1660,"4683","#N/A","<b>Ginkgo Biloba Extract (Leaf)</b>","<b>120 mg*</b>"," "
1661,"4683","#N/A","<b>(50:1 Standardized Extract, containing min. 24%</b>",," "
1662,"4683","#N/A","<b>Ginkgoflavonglycosides and 6% Terpene Lactones)</b>",," "
1663,"4683","#N/A","Gotu Kola (Centella asiatica) (Leaf)","150 mg*"," "
1664,"4683","#N/A","Eleuthero (Eleutherococcus senticosus) (Root)","125 mg*"," "
1665,"4684","#N/A","Serving Size:","1 Vcap®",
1666,"4684","#N/A","Servings Per Container:",240,
1667,"4684","#N/A","Ginkgo Biloba Extract (Leaf)","60 mg*"," "
1668,"4684","#N/A","(50:1 Standardized Extract containing min. 24% Ginkgoflavonglycosides",," "
1669,"4684","#N/A","and 6% Terpene Lactones)",," "
1670,"4684","#N/A","Ginkgo Biloba Powder (Leaf)","270 mg*"," "
1671,"4685","#N/A","Serving Size:","1 Vcap®",
1672,"4685","#N/A","Servings Per Container:",30,
1673,"4685","#N/A","<i>Ginkgo biloba</i> Extract (Leaf)","60 mg*"," "
1674,"4685","#N/A","(50:1 Standardized Extract containing min. 24% Ginkgoflavonglycosides",," "
1675,"4685","#N/A","and 6% Terpene Lactones)",," "
1676,"4685","#N/A","<i>Ginkgo biloba</i> Powder (Leaf)","270 mg*"," "
1677,"4686","#N/A","Serving Size:","1 Vcap®",
1678,"4686","#N/A","Servings Per Container:",60,
1679,"4686","#N/A","Ginkgo Biloba Extract (Leaf)","60 mg*"," "
1680,"4686","#N/A","(50:1 Standardized Extract containing min. 24% Ginkgoflavonglycosides",," "
1681,"4686","#N/A","and 6% Terpene Lactones)",," "
1682,"4686","#N/A","Ginkgo Biloba Powder (Leaf)","270 mg*"," "
1683,"4687","#N/A","Serving Size:","1 Vcap®",
1684,"4687","#N/A","Servings Per Container:",120,
1685,"4687","#N/A","Ginkgo Biloba Extract (Leaf)","60 mg*"," "
1686,"4687","#N/A","(50:1 Standardized Extract containing min. 24% Ginkgoflavonglycosides",," "
1687,"4687","#N/A","and 6% Terpene Lactones)",," "
1688,"4687","#N/A","Ginkgo Biloba Powder (Leaf)","270 mg*"," "
1689,"4688","#N/A","Serving Size:","1 Vcap®",
1690,"4688","#N/A","Servings Per Container:",60,
1691,"4688","#N/A","Ginkgo Biloba Extract (Leaf)<br /> (50:1 Standardized Extract containing min. 24% Ginkgoflavonglycosides<br /> and 6% Terpene Lactones)","60 mg","* "
1692,"4688","#N/A","Ginkgo Biloba Powder (Leaf)","270 mg","* "
1693,"4689","#N/A","Serving Size:","1 Vcap&ampreg;",
1694,"4689","#N/A","Servings Per Container:",90,
1695,"4689","#N/A","<b>Ginger Extract (<i>Zingiber officinale</i>) (Root)<br />(Standardized to min. 5% Gingerols)</b>","<b>250 mg</b>","<b>*</b> "
1696,"4689","#N/A","Ginger Powder (<i>Zingiber officinale</i>) (Root)","225 mg","* "
1697,"4690","#N/A","Serving Size:","2 Capsules",
1698,"4690","#N/A","Servings Per Container:",25,
1699,"4690","#N/A","Total Carbohydrate","1 g","<1% "
1700,"4690","#N/A","Goldenseal Powder (<i>Hydrastis canadensis</i>) (root)","1.0 g (1000 mg)","† "
1701,"4691","#N/A","Serving Size:","1 Vcap®",
1702,"4691","#N/A","Servings Per Container:",50,
1703,"4691","#N/A","<strong>Ginkgo Biloba Extract (Leaf)<br /> (50:1 Standardized Extract, containing min. 24%<br /> Ginkgoflavonglycosides and 6% Terpene Lactones)</strong>","120 mg","* "
1704,"4691","#N/A","Gotu Kola (Centella asiatica) (Leaf)","150 mg","* "
1705,"4691","#N/A","Eleuthero (Eleutherococcus senticosus) (Root)","125 mg","* "
1706,"4692","#N/A","Serving Size:","2 Capsules",
1707,"4692","#N/A","Servings Per Container:",50,
1708,"4692","#N/A","Total Carbohydrate","0.7 g","<1% "
1709,"4692","#N/A","Goldenseal Root Powder (Hydrastis canadensis)","1,000 mg","† "
1710,"4700","#N/A","Serving Size:","2 Capsules",
1711,"4700","#N/A","Servings Per Container:",50,
1712,"4700","#N/A","Sodium","10 mg","<1% "
1713,"4700","#N/A","Total Carbohydrates","&#60;1 g","&#60;1%* "
1714,"4700","#N/A","Gotu Kola (Centella asiatica) (leaf)","900 mg","† "
1715,"4703",678,"Serving Size:","2 Capsules",
1716,"4703",678,"Servings Per Container:",50,
1717,"4703",678,"Soursop (Graviola) (<i>Annona muricata</i>) (Leaf)","1.0 g (1,000 mg)","* "
1718,"4704","#N/A","Serving Size:","1 Vcap&ampreg;",
1719,"4704","#N/A","Servings Per Container:",90,
1720,"4704","#N/A","Green Tea Extract (<em>Camellia sinensis</em>) (Leaf) (Standardized Extract) (Contains 4 mg of Caffeine†)<br /> [min. 98% Total Polyphenols, 80% Total Catechins, and 50% EGCg (Epigallocatechin Gallate) (200 mg)]","400 mg","* "
1721,"4704","#N/A","Decaffeinated Green Tea (<i>Camellia sinensis</i>) (Leaf)","50 mg","* "
1722,"4705","#N/A","Serving Size:","1 Capsule",
1723,"4705","#N/A","Servings Per Container:",100,
1724,"4705","#N/A","Vitamin C (as Ascorbic Acid)","60 mg",100%
1725,"4705","#N/A","Green Tea Extract (<em>Camillia sinensis</em>) (Leaf)<br /> (Standardized Extract) (Contains 16 mg of Caffeine**)<br /> (min. 40% Catechins and 60% Polyphenols)","400 mg","† "
1726,"4706","#N/A","Serving Size:","1 Capsule",
1727,"4706","#N/A","Servings Per Container:",250,
1728,"4706","#N/A","Vitamin C (as Ascorbic Acid)","60 mg",100%
1729,"4706","#N/A","Green Tea Extract (<em>Camellia sinensis</em>) (Leaf)<br /> (Standardized Extract) (Contains 16 mg of Caffeine**)<br /> (min. 40% Catechins and 60% Polyphenols)","400 mg","† "
1730,"4707","#N/A","Serving Size:","1 Vcap®",
1731,"4707","#N/A","Servings Per Container:",90,
1732,"4707","#N/A","Gymnema Sylvestre Extract (GS4 PLUS®)<br /> (min. 25% Gymnemic Acids) (Leaves)","400 mg","* "
1733,"4708","#N/A","Serving Size:","1 Vcap®",
1734,"4708","#N/A","Servings Per Container:",90,
1735,"4708","#N/A","Hawthorn (<i>Crataegus laevigata</i>) Extract (Leaf & Flower)",," "
1736,"4708","#N/A","(Standardized to min. 1.8% Vitexin)","300 mg","* "
1737,"4708","#N/A","Hawthorn Berry (<i>Crataegus laevigata</i>) (Fruit)","200 mg","* "
1738,"4709",681,"Serving Size:","1 Capsule",
1739,"4709",681,"Servings Per Container:",90,
1740,"4709",681,"Total Carbohydrate","<1 g","<1% "
1741,"4709",681,"<b>Guggul Extract</b>","<b>750 mg</b>","<b>†</b> "
1742,"4709",681,"<b>(<i>Commiphora mukul</i>) (min. 2.5% Guggulsterones)</b>",," "
1743,"4710","#N/A","Serving Size:","2 Capsules",
1744,"4710","#N/A","Servings Per Container:",60,
1745,"4710","#N/A","Calories","5**"," "
1746,"4710","#N/A","Total Carbohydrate","1.0 g","<1% "
1747,"4710","#N/A","Dietary Fiber","1.0 g",4%
1748,"4710","#N/A","Guar Gum Powder","1.4 g (1400 mg)","† "
1749,"4711","#N/A","Serving Size:","1 Vcap&ampreg;",
1750,"4711","#N/A","Servings Per Container:",60,
1751,"4711","#N/A","Maitake Mushroom <em>(Grifola frondosa)</em>(powder)","300 mg","† "
1752,"4711","#N/A","Maitake Mushroom (<em>Grifola frondosa</em>) Standardized Extract","60 mg","† "
1753,"4711","#N/A","(25% Polysaccharides)",," "
1754,"4712","#N/A","Serving Size:","1 Vcap®",
1755,"4712","#N/A","Servings Per Container:",90,
1756,"4712","#N/A","Hawaiian Noni (Freeze-Dried) (<i>Morinda citrifolia</i>) (Fruit)","450 mg","* "
1757,"4713",685,"Serving Size:","1 Capsule",
1758,"4713",685,"Servings Per Container:",90,
1759,"4713",685,"<b>Horse Chestnut Extract</b> (<i>Aesculus hippocastanum</i>) (Seed)","<b>300 mg*</b>"," "
1760,"4713",685,"(Standardized to contain min. 20% (60 mg) Triterpenoid Saponins as Aescin)",," "
1761,"4713",685,"Rutin","200 mg*"," "
1762,"4715",682,"Serving Size:","2 Capsules",
1763,"4715",682,"Servings Per Container:",50,
1764,"4715",682,"Total Carbohydrate","0.9 g","<1% "
1765,"4715",682,"<b>Hawthorn Berry (<i>Crataegus oxyacantha</i>) (Fruit)</b>","<b>1.1 g (1,100 mg)</b>","<b>†</b> "
1766,"4716","#N/A","Serving Size:","1 Capsule",
1767,"4716","#N/A","Servings Per Container:",60,
1768,"4716","#N/A","<b>Kava Kava Extract (<i>Piper methysticum<i/>) (Root)</b>","<b>250 mg*</b>"," "
1769,"4716","#N/A","<b>(Standardized to contain min 30% Kavalactones)</b>",," "
1770,"4716","#N/A","Eleuthero (<i>Eleutherococcus senticosus</i>) (Root)","100 mg*"," "
1771,"4717","#N/A","Serving Size:","1 Capsule",
1772,"4717","#N/A","Servings Per Container:",120,
1773,"4717","#N/A","<b>Kava Kava Extract (<i>Piper methysticum</i>) (Root)</b>","<b>250 mg*</b>"," "
1774,"4717","#N/A","<b>(Standardized to contain min. 30% Kavalactones)</b>",," "
1775,"4717","#N/A","Eleuthero (<i>Eleutherococcus senticosus</i>) (Root)","100 mg*"," "
1776,"4718","#N/A","Serving Size:","2 Capsules",
1777,"4718","#N/A","Servings Per Container:",50,
1778,"4718","#N/A","Sodium","5 mg","<1% "
1779,"4719",771,"Serving Size:","2 Vcaps®",
1780,"4719",771,"Servings Per Container:",45,
1781,"4719",771,"Total Carbohydrate","0.8 g","&#60;1%* "
1782,"4719",771,"<strong>Stinging Nettle Extract*<br />  (<em>Urtica dioica</em>) (Root)</strong>","<strong>500 mg</strong>","<strong>†</strong> "
1783,"4727",739,"Serving Size:","1 Softgel",
1784,"4727",739,"Servings Per Container:",90,
1785,"4727",739,"Peppermint Oil (<em>Mentha piperita</em>)","0.2 mL/181.0 mg*"," "
1786,"4727",739,"Ginger Oil (<i>Zingiber officinale</i>)","0.02 mL/17.6 mg*"," "
1787,"4727",739,"Fennel Oil (<i>Foeniculum vulgare</i>)","0.02 mL/19.3 mg*"," "
1788,"4732",730,"Serving Size:","1 Softgel",
1789,"4732",730,"Servings Per Container:",90,
1790,"4732",730,"<b>Oregano oil (<i>Origanum vulgare</i>)(min. 55% Carvacrol)</b>","<b>0.2 mL / 181.0 mg</b>","<b>*</b> "
1791,"4732",730,"Ginger oil (<i>Zingiber officinale</i>)","0.02 mL / 17.6 mg","* "
1792,"4732",730,"Fennel oil (<i>Foeniculum vulgare</i>)","0.02 mL / 19.3 mg","* "
1793,"4773",788,"Serving Size:","1 Vcap®",
1794,"4773",788,"Servings Per Container:",90,
1795,"4773",788,"Chaste Berry Tree (Vitex) Extract (Fruit)<br /> (<em>Vitex agnus castus</em>) (Standardized to min. 0.5% Agnusides)","300 mg","* "
1796,"4773",788,"Dong Quai&#160;&#160;(<em>Angelica sinensis</em>) (Root)","150 mg","* "
1797,"4804",593,"Serving Size:","1 Tablespoon (15 mL)",
1798,"4804",593,"Servings Per Container:",31,
1799,"4804",593,"Calories",20," "
1800,"4804",593,"Total Carbohydrate","5 g","2%* "
1801,"4804",593,"<strong>Acai Liquid Concentrate (Contains Organic Acai Berry) (<em>Euterpe oleracea</em>) (Freeze-Dried) (Equivalent to 35,000 mg of Fresh Acai)</strong>","<strong>15 mL</strong>","<strong>†</strong> "
1802,"4853",656,"Serving Size:","1 Teaspoon (5 mL)",
1803,"4853",656,"Servings Per Container:",24,
1804,"4853",656,"Calories",20," "
1805,"4853",656,"Total Carbohydrate","4 g",2%
1806,"4853",656,"Zinc (from Zinc Citrate)","5 mg",35%
1807,"4853",656,"Proprietary Blend of:","5 mL","† "
1808,"4853",656,"Elder (Sambucus nigra)(Flowers), Elderberry (Sambucus nigra)(Fruit),",," "
1809,"4853",656,"Echniacea purpurea (Root Extract) and Zinc Citrate",," "
1810,"5675",632,"Serving Size:","3 TBSP(15g)",
1811,"5675",632,"Servings Per Container:",18,
1812,"5675",632,"Calories",100," "
1813,"5675",632,"Serving Size","3 TBSP (15 g)"," "
1814,"5675",632,"Calories from Fat",90," "
1815,"5675",632,"Total Fat","10 g",15%
1816,"5675",632,"Saturated Fat","8.5 g",40%
1817,"5675",632,"Trans Fat","0 g"," "
1818,"5675",632,"Cholesterol","0 g",0%
1819,"5675",632,"Total Carbohydrate","3.5 g",2%
1820,"5675",632,"Dietary Fiber","0.5 g"," "
1821,"5675",632,"Protein","1 g"," "
1822,"5675",632,"Vitamin A",,0%
1823,"5675",632,"Vitamin C",,0%
1824,"5675",632,"Calcium",,0%
1825,"5675",632,"Iron",,2%
1826,"5720",737,"Serving Size:","about 2 Pieces (40 g)",
1827,"5720",737,"Servings Per Container:","about 8.5",
1828,"5720",737,"<strong>Calories</strong>",100," "
1829,"5720",737,"Calories from Fat",0," "
1830,"5720",737,"Total Fat","0 g",0%
1831,"5720",737,"Saturated Fat","0 g",0%
1832,"5720",737,"Trans Fat","0 g"," "
1833,"5720",737,"<strong>Cholesterol</strong>","0 g",0%
1834,"5720",737,"<strong>Sodium</strong>","10 mg","&#60;1% "
1835,"5720",737,"<strong>Total Carbohydrate</strong>","26 g",9%
1836,"5720",737,"<strong>Dietary Fiber</strong>","5 g",20%
1837,"5720",737,"<strong>Sugars</strong>","16 g"," "
1838,"5720",737,"<strong>Protein</strong>","2 g"," "
1839,"5720",737,"Vitamin A",,8%
1840,"5720",737,"Calcium",,6%
1841,"5720",737,"Vitamin C",,2%
1842,"5720",737,"Iron",,2%
1843,"5831",706,"Serving Size:","1/4 Cup (25g) = 8 oz Milk",
1844,"5831",706,"Servings Per Container:",15,
1845,"5831",706,"Calories",90," "
1846,"5831",706,"Calories from fat",0," "
1847,"5831",706,"Total fat","0 g",0%
1848,"5831",706,"Saturated Fat","0 g",0%
1849,"5831",706,"Cholesterol","0 mg",0%
1850,"5831",706,"Sodium","130 mg",6%
1851,"5831",706,"Total Carbohydrate","12 g",4%
1852,"5831",706,"Dietary Fiber","0 g",0%
1853,"5831",706,"Sugars","11 g"," "
1854,"5831",706,"Protein","9 g"," "
1855,"5831",706,"Vitamin A",,0%
1856,"5831",706,"Calcium",,30%
1857,"5831",706,"Vitamin C",,0%
1858,"5831",706,"Iron",,0%
1859,"5908",604,"Serving Size:","1 TBSP (10 g)",
1860,"5908",604,"Servings Per Container:",34,
1861,"5908",604,"Calories",25," "
1862,"5908",604,"Calories from fat",0," "
1863,"5908",604,"Total fat","0 g",0%
1864,"5908",604,"Saturated Fat","0 g",0%
1865,"5908",604,"Cholesterol","0 mg",0%
1866,"5908",604,"Sodium","0 mg",0%
1867,"5908",604,"Total Carbohydrate","9 g",3%
1868,"5908",604,"Dietary Fiber","4 g",16%
1869,"5908",604,"Sugars","4 g"," "
1870,"5908",604,"Protein","0 g"," "
1871,"5972",747,"Serving Size:","3 Capsules",
1872,"5972",747,"Servings Per Container:",166,
1873,"5972",747,"Calories",6," "
1874,"5972",747,"Total Carbohydrates","1.3 g","<1% "
1875,"5972",747,"Dietary Fiber ††","1.1 g",4%
1876,"5972",747,"<b>Psyllium Husk Powder (<i>Plantago asiatica</i>) (Seed)</b>","<b>1.5 g (1,500 mg)</b>","<b>†</b> "
1877,"5975",746,"Serving Size:","1 Level Tablespoon",
1878,"5975",746,"Servings Per Container:",37,
1879,"5975",746,"Calories",34," "
1880,"5975",746,"Total Carbohydrates","8 g",3%
1881,"5975",746,"Dietary Fiber","6.7 g",27%
1882,"5975",746,"Calcium","27 mg",3%
1883,"5975",746,"Iron","162 mcg","<1% "
1884,"5975",746,"Psyllium Husks (<i>Plantago asiatica</i>) (seed)","9 g","† "
1885,"5993",662,"Serving Size:","2 1/2 Tablespoons (17 g)",
1886,"5993",662,"Servings Per Container:",26,
1887,"5993",662,"Calories",80," "
1888,"5993",662,"Calories from Fat",40," "
1889,"5993",662,"Total Fat","4 g","6%* "
1890,"5993",662,"Saturated Fat","0.5 g","3%* "
1891,"5993",662,"Trans Fat","0 g","† "
1892,"5993",662,"Cholesterol","0 mg",0%
1893,"5993",662,"Total Carbohydrate","8 g","3%* "
1894,"5993",662,"Dietary Fiber","7 g","28%* "
1895,"5993",662,"Sugars","0 g","† "
1896,"5993",662,"Protein","3 g","6%* "
1897,"5993",662,"Proprietary Organic Fiber Blend of:<br />Organic Golden Flax Seed Meal (cold-milled), Organic Gum Acacia, and Organic Inulin (FOS)","17 g","† "
1898,"5993",662,,," "
1899,"5993",662,"<strong>Naturally occurring fatty acids (example) (per serving)**</strong>",," "
1900,"5993",662,"Omega-3 Fatty Acids (Alpha Linolenic Acid)","2,550 mg"," "
1901,"5993",662,"Omega-6 Fatty Acids (Linoleic Acid)","765 mg"," "
1902,"5993",662,"Omega-9 Fatty Acids (Oleic Acid)","895 mg"," "
1903,"5993",662,"** subject to natural variability",," "
1904,"6268",676,"Serving Size:","2 TBSP",
1905,"6268",676,"Servings Per Container:",,
1906,"6268",676,"Calories",130," "
1907,"6268",676,"Serving Size","2 Tbsp. (21 g)"," "
1908,"6268",676,"Calories from Fat",80," "
1909,"6268",676,"Servings Per Container",21," "
1910,"6268",676,"Total Fat","9 g",14%
1911,"6268",676,"Saturated Fat","1 g",5%
1912,"6268",676,"Trans Fat","0 g"," "
1913,"6268",676,"Cholesterol","0 mg",0%
1914,"6268",676,"Sodium","8 mg",1%
1915,"6268",676,"Total Carbohydrate","8 g",3%
1916,"6268",676,"Dietary Fiber","8 g",32%
1917,"6268",676,"Sugars","0 g"," "
1918,"6268",676,"Protein","4 g"," "
1919,"6268",676,"Vitamin A",,0%
1920,"6268",676,"Vitamin C",,0%
1921,"6268",676,"Calcium",,6%
1922,"6268",676,"Iron",,15%
1923,"6515",677,"Serving Size:","2 Vcaps&ampreg;",
1924,"6515",677,"Servings Per Container:",60,
1925,"6515",677,"Grapefruit Pectin","1.0 g (1,000 mg)","* "
1926,"6675",686,"Serving Size:","2 Tablespoons (25 g)",
1927,"6675",686,"Servings Per Container:",27,
1928,"6675",686,"Calories",100," "
1929,"6675",686,"Calories from Fat",5," "
1930,"6675",686,"<strong>Total Fat</strong>","0.5 g",1%
1931,"6675",686,"Saturated Fat","0 g",0%
1932,"6675",686,"Trans Fat","0 g"," "
1933,"6675",686,"<strong>Cholesterol</strong>","0 mg",0%
1934,"6675",686,"<strong>Sodium</strong>","110 mg",5%
1935,"6675",686,"<strong>Potassium</strong>","140 mg",4%
1936,"6675",686,"<strong>Total Carbohydrate</strong>","21 g",7%
1937,"6675",686,"Dietary Fiber","1 g",4%
1938,"6675",686,"Sugars","19 g"," "
1939,"6675",686,"<b>Protein</b>","2 g"," "
1940,"6675",686,,," "
1941,"6675",686,"Vitamin A",,0%
1942,"6675",686,"Vitamin C",,0%
1943,"6675",686,"Calcium",,6%
1944,"6675",686,"Iron",,4%
1945,"6717",764,"Serving Size:","24 Sticks (28 g)",
1946,"6717",764,"Servings Per Container:",9,
1947,"6717",764,"<strong>Calories</strong>",150," "
1948,"6717",764,"Calories From Fat",80," "
1949,"6717",764,"<strong>Total Fat</strong>","9 g",14%
1950,"6717",764,"Saturated Fat","0.5 g",3%
1951,"6717",764,"Trans Fat","0 g"," "
1952,"6717",764,"<strong>Cholesterol</strong>","0 g",0%
1953,"6717",764,"<strong>Sodium</strong>","230 mg",10%
1954,"6717",764,"<strong>Total Carbohydrate</strong>","15 g",5%
1955,"6717",764,"Dietary Fiber","1 g",4%
1956,"6717",764,"Sugars","0 g"," "
1957,"6717",764,"<strong>Protein</strong>","3 g"," "
1958,"6717",764,"Vitamin A",,2%
1959,"6717",764,"Vitamin C",,0%
1960,"6717",764,"Calcium",,6%
1961,"6717",764,"Iron",,6%
1962,"6781",759,"Serving Size:","1/3 Cup",
1963,"6781",759,"Servings Per Container:",11,
1964,"6781",759,"Calories",150," "
1965,"6781",759,"Calories from fat",60," "
1966,"6781",759,"Total Fat","6 g",10%
1967,"6781",759,"Saturated fat","1.5 g",8%
1968,"6781",759,"Cholesterol","0 mg",0%
1969,"6781",759,"Sodium","80 mg",3%
1970,"6781",759,"Total Carbohydrate","6 g",2%
1971,"6781",759,"Dietary Fiber","1 g",4%
1972,"6781",759,"Sugar","1 g"," "
1973,"6781",759,"Protein","14 g"," "
1974,"6781",759,"Vitamin A",,0%
1975,"6781",759,"Calcium",,6%
1976,"6781",759,"Magnesium",,15%
1977,"6781",759,"Vitamin C",,0%
1978,"6781",759,"Iron",,8%
1979,"6781",759,"Zinc",,10%
1980,"6791",762,"Serving Size:","1/3 Cup",
1981,"6791",762,"Servings Per Container:",11,
1982,"6791",762,"Calories",150," "
1983,"6791",762,"Calories from fat",60," "
1984,"6791",762,"Total Fat","6 g",10%
1985,"6791",762,"Saturated Fat","1.5 g",8%
1986,"6791",762,"Cholesterol","0 mg",0%
1987,"6791",762,"Sodium","0 mg",0%
1988,"6791",762,"Total Carbohydrates","6 g",2%
1989,"6791",762,"Dietary Fiber","4 g",16%
1990,"6791",762,"Sugar","1 g"," "
1991,"6791",762,"Protein","14 g"," "
1992,"6791",762,"Vitamin A",,0%
1993,"6791",762,"Calcium",,6%
1994,"6791",762,"Magnesium",,15%
1995,"6791",762,"Vitamin C",,0%
1996,"6791",762,"Iron",,8%
1997,"6791",762,"Zinc",,10%
1998,"6920",645,"Serving Size:","2 Teaspoon (6 g)",
1999,"6920",645,"Servings Per Container:",75,
2000,"6920",645,"Calories",20," "
2001,"6920",645,"Calories from Fat",0," "
2002,"6920",645,"Total Fat","0 g",0%
2003,"6920",645,"Total Carbohydrate","5 g",1%
2004,"6920",645,"Sugars","4 g"," "
2005,"6920",645,"Sodium","0 mg",0%
2006,"6920",645,"Protein","0 g"," "
2007,"6927",659,"Serving Size:","1 Teaspoon",
2008,"6927",659,"Servings Per Container:",113,
2009,"6927",659,"Calories",0," "
2010,"6927",659,"Calories from Fat",0," "
2011,"6927",659,"Total Fat","0 g",0%
2012,"6927",659,"Total Carbohydrate","4 g",1%
2013,"6927",659,"Sugars","0 g"," "
2014,"6927",659,"Sugar Alcohol","4 g"," "
2015,"6927",659,"Sodium","0 mg",0%
2016,"6927",659,"Protein","0 g"," "
2017,"6933",663,"Serving Size:","1 Teaspoon",
2018,"6933",663,"Servings Per Container:",340,
2019,"6933",663,"Calories",15," "
2020,"6933",663,"Calories from fat",0," "
2021,"6933",663,"Total Fat","0 g",0%
2022,"6933",663,"Total Carbohydrate","4 g",1%
2023,"6933",663,"Sugars","4 g"," "
2024,"6933",663,"Sodium","0 g"," "
2025,"6933",663,"Protein","0 g"," "
2026,"6960",770,"Serving Size:","1 Level Scoop (45 mg)",
2027,"6960",770,"Servings Per Container:",622,
2028,"6960",770,"Calories",0," "
2029,"6960",770,"Total Fat","0 g",0%
2030,"6960",770,"Sodium","0 mg",0%
2031,"6960",770,"Total Carbohydrate","0 g",0%
2032,"6960",770,"Sugars","0 g"," "
2033,"6960",770,"Protein","0 g"," "
2034,"6965",773,"Serving Size:","1 level tsp. (3.5 g)",
2035,"6965",773,"Servings Per Container:",259,
2036,"6965",773,"Calories",15," "
2037,"6965",773,"Calories from Fat",0," "
2038,"6965",773,"Total Fat","0 g",0%
2039,"6965",773,"Sodium","10 mg","&amplt; 1% "
2040,"6965",773,"Total Carbohydrate","3 g",1%
2041,"6965",773,"Dietary Fiber","0 g",0%
2042,"6965",773,"Sugars","3 g"," "
2043,"6965",773,"Protein","0 g"," "
2044,"6968",769,"Serving Size:","1 Packet (1.1 g)",
2045,"6968",769,"Servings Per Container:",100,
2046,"6968",769,"Calories",0," "
2047,"6968",769,"Total Carbohydrate","1 g","<1% "
2048,"6968",769,"Dietary Fiber††","1 g",4%
2049,"6968",769,"Chromium (from Chromium Chelavite®)","50 mcg",42%
2050,"6968",769,"Inulin (FOS) (from Chicory Root)","900 mg","† "
2051,"6968",769,"<strong>Certified Organic Stevia Extract (<em>Stevia rebaudiana</em>) (leaf)</strong>","<strong>130 mg</strong>","<strong>†</strong> "
2052,"6972",784,"Serving Size:","1 Teaspoon",
2053,"6972",784,"Servings Per Container:",278,
2054,"6972",784,"Calories",15," "
2055,"6972",784,"Calories from Fat",0," "
2056,"6972",784,"Total Fat","0 g",0%
2057,"6972",784,"Total Carbohydrate","4 g",1%
2058,"6972",784,"Sugars","4 g"," "
2059,"6972",784,"Sodium","0 mg",0%
2060,"6972",784,"Protein","0 g"," "
2061,"6983",797,"Serving Size:","1 Teaspoon (4 g)",
2062,"6983",797,"Servings Per Container:",113,
2063,"6983",797,"Calories",10," "
2064,"6983",797,"Calories from Fat",0," "
2065,"6983",797,"Total Fat","0 g",0%
2066,"6983",797,"Total Carboyhydrate","4 g",1%
2067,"6983",797,"Sugars","0 g"," "
2068,"6983",797,"Sugar Alcohol","4 g"," "
2069,"6983",797,"Sodium","0 mg",0%
2070,"6983",797,"Protein","0 g"," "
2071,"6983",797,,," "
2072,"6983",797,"Not a significant source of saturated fat, trans fat, cholesterol, dietary fiber, Vitamin A, Vitamin C, Calcium or Iron.",," "
2073,"6983",797,"* Percent Daily Values are based ona 2,000 calorie diet. &#160;Your daily values may be higher or lower depending on your calorie needs.",," "
2074,"6983",797,,"<strong>2,000<br /> Calorie</strong>","<strong>2,500<br /> Calorie</strong> "
2075,"6983",797,"Total Fat &#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","65 g","80 g "
2076,"6983",797,"Sat Fat &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","20 g","25 g "
2077,"6983",797,"Cholesterol &#160;&#160;&#160;&#160;Less than","300 mg","300 mg "
2078,"6983",797,"Sodium &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","2,400 mg","2,400 mg "
2079,"6983",797,"Total Carbohydrate","300 g","375 g "
2080,"6983",797,"Dietary Fiber","25 g","30 g "
2081,"6983",797,"Calories per gram:<br /> Fat 9, Carbohydrate 4, Protein 4",," "
